"","student_id","subject","semester","section","total_points_possible","total_points_earned","proportion_earned","gender","enrollment_reason","enrollment_status","time_spent","time_spent_hours","course_id","int","val","percomp","tv","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","date_x","post_int","post_uv","post_tv","post_percomp","date_y","date"
"16",54434,"PhysA","S116",1,2225,2053.15,0.92276404494382,"F","Learning Preference of the Student","Approved/Enrolled",1231.8666,20.53111,"PhysA-S116-01",5,5,4,5,5,5,4,5,5,5,4,5,5,5,"2015-09-11T12:28:00Z",3.75,4,3.85714285714286,4,"2016-01-03T23:02:00Z",NA
"17",54567,"OcnA","S216",2,1676,1092.04,0.651575178997613,"M","Course Unavailable at Local School","Approved/Enrolled",1180.2664,19.6711066666667,"OcnA-S216-02",4,3.66666666666667,3.5,3.85714285714286,4,4,3,4,4,4,4,4,3,4,"2016-01-25T16:15:00Z",NA,NA,NA,NA,NA,NA
"18",55078,"FrScA","S216",1,1232,1204,0.977272727272727,"M","Learning Preference of the Student","Approved/Enrolled",2130.7497,35.512495,"FrScA-S216-01",4.4,3.66666666666667,3,4.14285714285714,4,4,3,4,4,4,3,5,3,5,"2016-01-27T18:24:00Z",NA,NA,NA,NA,NA,NA
"19",55140,"PhysA","S116",1,2225,1661.45,0.746719101123596,"M","Course Unavailable at Local School","Approved/Enrolled",2083.3167,34.721945,"PhysA-S116-01",5,4,4.5,4.57142857142857,5,4,4,5,5,4,5,5,4,5,"2015-10-05T15:13:00Z",4.75,3.66666666666667,4.28571428571429,3.5,"2015-09-14T14:45:00Z",NA
"20",55283,"FrScA","S116",1,1212,110,0.0907590759075908,"F","Other","Withdrawn",3.9167,0.0652783333333333,"FrScA-S116-01",5,3.66666666666667,4,4.42857142857143,5,3,4,5,5,5,4,5,3,5,"2015-09-22T17:49:00Z",NA,NA,NA,NA,NA,NA
"21",56152,"AnPhA","S116",2,1775,1706.38,0.961340845070423,"F","Scheduling Conflict","Approved/Enrolled",4438.8165,73.980275,"AnPhA-S116-02",4.8,4.33333333333333,4,4.71428571428571,5,5,3,4,5,5,5,5,3,5,"2015-10-08T19:42:00Z",NA,NA,NA,NA,NA,NA
"22",57188,"AnPhA","S116",2,1775,1511.14,0.851346478873239,"M","Learning Preference of the Student","Approved/Enrolled",5305.4334,88.42389,"AnPhA-S116-02",4,5,3.5,4.28571428571429,4,5,3,5,4,5,4,4,5,3,"2015-09-09T16:25:00Z",NA,NA,NA,NA,NA,NA
"23",57188,"FrScA","S216",1,1232,947,0.768668831168831,"M","Learning Preference of the Student","Approved/Enrolled",2193.0833,36.5513883333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",57224,"FrScA","S116",3,1212,1059.97,0.874562706270627,"F","Course Unavailable at Local School","Approved/Enrolled",2356.4668,39.2744466666667,"FrScA-S116-03",4.4,3,3.5,3.85714285714286,4,3,3,4,4,4,4,5,2,5,"2015-09-09T17:34:00Z",2.25,1.66666666666667,2,4,"2016-01-14T21:55:00Z",NA
"25",57489,"PhysA","S116",1,2225,2140,0.961797752808989,"M","Course Unavailable at Local School","Approved/Enrolled",1863.5169,31.058615,"PhysA-S116-01",4.6,3.66666666666667,4.5,4.14285714285714,5,4,5,5,4,4,4,4,3,5,"2015-09-28T14:22:00Z",4.25,4,4.14285714285714,4.5,"2016-01-12T15:11:00Z",NA
"26",57981,"OcnA","S116",1,1676,1340.63,0.799898568019093,"F","Learning Preference of the Student","Approved/Enrolled",3343.3333,55.7222216666667,"OcnA-S116-01",4.2,3.33333333333333,2.5,3.85714285714286,4,2,2,4,4,4,3,4,4,5,"2015-09-10T17:26:00Z",4,4.33333333333333,4.14285714285714,4,"2015-11-17T15:38:00Z",NA
"27",58168,"AnPhA","S216",1,1775,1732.52,0.976067605633803,"F","Other","Approved/Enrolled",433.3669,7.22278166666667,"AnPhA-S216-01",4.2,4.66666666666667,3.5,4.28571428571429,4,5,3,5,4,5,4,4,4,4,"2016-01-26T02:44:00Z",NA,NA,NA,NA,NA,NA
"28",58178,"OcnA","S116",1,1676,1580.29,0.942893794749403,"M","Course Unavailable at Local School","Approved/Enrolled",3502.0004,58.3666733333333,"OcnA-S116-01",4,4,4.5,4,4,4,4,4,5,5,5,4,3,3,"2015-09-09T16:49:00Z",3.75,4,3.85714285714286,4,"2015-09-18T16:26:00Z",NA
"29",60186,"AnPhA","S116",1,1775,1674.73,0.94350985915493,"M","Course Unavailable at Local School","Approved/Enrolled",2087.0501,34.7841683333333,"AnPhA-S116-01",4.2,4.33333333333333,4.5,4.14285714285714,4,4,4,5,4,5,5,4,4,4,"2015-09-17T16:41:00Z",NA,NA,NA,NA,NA,NA
"30",61357,"FrScA","S116",2,1212,0,0,"F","Course Unavailable at Local School","Dropped",NA,NA,"FrScA-S116-02",5,4.66666666666667,4.5,4.85714285714286,5,5,4,5,5,5,5,5,4,5,"2015-09-09T18:32:00Z",NA,NA,NA,NA,NA,NA
"31",61941,"FrScA","S116",1,1212,1150,0.948844884488449,"F","Course Unavailable at Local School","Approved/Enrolled",1637.9504,27.2991733333333,"FrScA-S116-01",4.6,4.33333333333333,4,4.57142857142857,5,4,4,4,4,4,4,5,5,5,"2015-09-14T18:22:00Z",4.5,4.33333333333333,4.42857142857143,4,"2016-01-19T01:59:00Z",NA
"32",61965,"BioA","S116",1,2420,1865.13,0.770714876033058,"M","Learning Preference of the Student","Approved/Enrolled",615.2168,10.2536133333333,"BioA-S116-01",3.6,4,3,3.71428571428571,3,4,3,4,4,5,3,4,3,3,"2015-09-10T13:22:00Z",4.25,4.33333333333333,4.28571428571429,3.5,"2016-01-20T21:06:00Z",NA
"33",62157,"FrScA","S116",2,1212,909.73,0.750602310231023,"F","Course Unavailable at Local School","Approved/Enrolled",2497.1666,41.6194433333333,"FrScA-S116-02",5,4,5,4.57142857142857,5,4,5,5,5,5,5,5,3,5,"2015-09-09T15:23:00Z",5,4,4.57142857142857,5,"2015-09-09T15:21:00Z",NA
"34",62175,"OcnA","S216",1,1833,1341.52,0.731871249318058,"F","Learning Preference of the Student","Approved/Enrolled",1403.6834,23.3947233333333,"OcnA-S216-01",3.2,2,2.5,2.71428571428571,3,2,2,3,4,2,3,4,2,2,"2016-02-07T22:57:00Z",NA,NA,NA,NA,NA,NA
"35",62576,"PhysA","S116",1,2225,2108,0.947415730337079,"M","Course Unavailable at Local School","Approved/Enrolled",793.95,13.2325,"PhysA-S116-01",4,4.33333333333333,4,4.14285714285714,4,4,4,4,4,5,4,4,4,4,"2015-09-10T13:57:00Z",4,4.33333333333333,4.14285714285714,4,"2016-01-19T02:23:00Z",NA
"36",62752,"PhysA","S116",1,2225,2099.8,0.943730337078652,"M","Course Unavailable at Local School","Approved/Enrolled",898.2998,14.9716633333333,"PhysA-S116-01",4.2,4.33333333333333,4,4.28571428571429,4,4,4,4,5,5,4,4,4,4,"2015-09-09T13:21:00Z",4.5,4.66666666666667,4.57142857142857,4,"2016-01-20T14:33:00Z",NA
"37",62754,"PhysA","S116",1,2225,2140.65,0.962089887640449,"M","Course Unavailable at Local School","Approved/Enrolled",674.3167,11.2386116666667,"PhysA-S116-01",4,4,4,4,4,4,4,4,4,4,4,4,4,4,"2015-09-09T13:20:00Z",4,3.66666666666667,3.85714285714286,3.5,"2016-01-14T20:39:00Z",NA
"38",64930,"FrScA","T116",1,1212,1045.19,0.86236798679868,"F","Course Unavailable at Local School","Approved/Enrolled",3424.5662,57.0761033333333,"FrScA-T116-01",5,3.33333333333333,3,4.28571428571429,5,3,3,5,5,4,3,5,3,5,"2015-09-08T22:57:00Z",NA,NA,NA,NA,NA,NA
"39",65116,"FrScA","S216",1,1232,1158,0.939935064935065,"F","Course Unavailable at Local School","Approved/Enrolled",1918.6166,31.9769433333333,"FrScA-S216-01",4.8,3.66666666666667,3.5,4.42857142857143,5,3,3,4,5,4,4,5,4,5,"2016-01-25T17:42:00Z",NA,NA,NA,NA,NA,NA
"40",65627,"AnPhA","S116",2,1775,1473.765,0.83029014084507,"F","Learning Preference of the Student","Approved/Enrolled",2164.9001,36.0816683333333,"AnPhA-S116-02",4,4,3.5,4,4,4,3,4,4,4,4,4,4,4,"2015-09-21T14:14:00Z",NA,NA,NA,NA,NA,NA
"41",66508,"AnPhA","T116",1,1775,0,0,"F","Scheduling Conflict","Dropped",0.45,0.0075,"AnPhA-T116-01",4,3.66666666666667,3.5,3.85714285714286,4,4,3,4,4,5,4,4,2,4,"2015-09-09T17:37:00Z",NA,NA,NA,NA,NA,NA
"42",66508,"PhysA","T116",1,2225,2097.5,0.942696629213483,"F","Scheduling Conflict","Approved/Enrolled",2823.7501,47.0625016666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",66689,"FrScA","S216",1,1232,1218,0.988636363636364,"F","Course Unavailable at Local School","Approved/Enrolled",1137.8334,18.96389,"FrScA-S216-01",4.4,3.33333333333333,3.5,3.85714285714286,4,3,3,5,5,4,4,4,3,4,"2016-01-25T14:04:00Z",NA,NA,NA,NA,NA,NA
"44",66693,"AnPhA","S116",1,1775,1674.25,0.943239436619718,"M","Course Unavailable at Local School","Approved/Enrolled",2309.0334,38.48389,"AnPhA-S116-01",5,5,5,5,5,5,5,5,5,5,5,5,5,5,"2015-09-10T17:43:00Z",NA,NA,NA,NA,NA,NA
"45",66740,"OcnA","S116",1,1676,1663,0.992243436754177,"F","Course Unavailable at Local School","Approved/Enrolled",965.2994,16.0883233333333,"OcnA-S116-01",4,3,3,3.57142857142857,4,3,3,4,4,3,3,4,3,4,"2015-09-09T14:08:00Z",4,3.66666666666667,3.85714285714286,3.5,"2015-09-12T22:46:00Z",NA
"46",66811,"AnPhA","S116",1,1775,1633.15,0.920084507042254,"F","Course Unavailable at Local School","Approved/Enrolled",5298.8507,88.3141783333333,"AnPhA-S116-01",4,4,NA,4,4,4,4,4,4,4,NA,4,4,4,"2015-09-10T18:16:00Z",NA,NA,NA,NA,NA,NA
"47",66862,"AnPhA","S116",1,1775,1118.57333,0.630182157746479,"F","Course Unavailable at Local School","Approved/Enrolled",1746.9667,29.1161116666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",67013,"AnPhA","S216",1,1775,871.25,0.490845070422535,"M","Course Unavailable at Local School","Approved/Enrolled",2297.2332,38.28722,"AnPhA-S216-01",4.2,4,2.5,4.14285714285714,4,4,2,4,4,4,3,4,4,5,"2016-01-25T17:01:00Z",NA,NA,NA,NA,NA,NA
"49",67102,"PhysA","S216",1,2225,2028.5,0.911685393258427,"M","Scheduling Conflict","Approved/Enrolled",719.2833,11.988055,"PhysA-S216-01",3.8,3.66666666666667,5,3.57142857142857,3,4,5,5,4,5,5,4,2,3,"2016-01-28T19:01:00Z",NA,NA,NA,NA,NA,NA
"50",67463,"FrScA","S216",1,1232,1118,0.907467532467532,"F","Course Unavailable at Local School","Approved/Enrolled",1359.033,22.65055,"FrScA-S216-01",3.2,4,3,3.42857142857143,3,4,3,4,3,4,3,3,4,3,"2016-01-25T15:03:00Z",NA,NA,NA,NA,NA,NA
"51",67508,"AnPhA","S116",1,1775,1528.34333,0.861038495774648,"F","Scheduling Conflict","Approved/Enrolled",2668.183,44.4697166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",67762,"FrScA","S116",2,1212,1019.15,0.840882838283828,"F","Course Unavailable at Local School","Approved/Enrolled",801.2336,13.3538933333333,"FrScA-S116-02",5,4.66666666666667,3.5,4.85714285714286,5,4,4,5,5,5,3,5,5,5,"2015-09-10T01:18:00Z",NA,NA,NA,NA,NA,NA
"53",67920,"OcnA","S116",1,1676,1572.45,0.938215990453461,"M","Course Unavailable at Local School","Approved/Enrolled",4094.9995,68.2499916666667,"OcnA-S116-01",4.8,4.33333333333333,4.5,4.57142857142857,4,4,4,5,5,4,5,5,5,5,"2015-09-09T14:25:00Z",5,4.66666666666667,4.85714285714286,5,"2015-09-16T01:16:00Z",NA
"54",68022,"OcnA","S216",1,1833,1683.91,0.918663393344244,"F","Course Unavailable at Local School","Approved/Enrolled",39.7504,0.662506666666667,"OcnA-S216-01",4.8,4,3.5,4.42857142857143,5,4,3,5,5,4,4,4,4,5,"2016-02-05T20:57:00Z",NA,NA,NA,NA,NA,NA
"55",68188,"FrScA","S116",1,1212,1132,0.933993399339934,"M","Course Unavailable at Local School","Approved/Enrolled",583.2498,9.72083,"FrScA-S116-01",5,2.66666666666667,5,4,5,1,5,5,5,5,5,5,2,5,"2015-09-14T12:24:00Z",NA,NA,NA,NA,NA,NA
"56",68476,"OcnA","S116",2,1676,1588.29,0.947667064439141,"F","Course Unavailable at Local School","Approved/Enrolled",969.4666,16.1577766666667,"OcnA-S116-02",4,3.66666666666667,4,3.85714285714286,4,3,4,4,4,4,4,4,4,4,"2015-09-08T20:08:00Z",NA,NA,NA,NA,NA,NA
"57",68598,"BioA","S116",1,2420,2120.61,0.876285123966942,"F","Learning Preference of the Student","Approved/Enrolled",3331.6169,55.5269483333333,"BioA-S116-01",4.2,3.33333333333333,4,3.85714285714286,4,3,4,4,4,3,4,4,4,5,"2015-09-09T15:58:00Z",NA,NA,NA,NA,NA,NA
"58",68768,"FrScA","S116",2,1212,815.95,0.673226072607261,"F","Course Unavailable at Local School","Approved/Enrolled",1966.0169,32.7669483333333,"FrScA-S116-02",4.6,2.66666666666667,4,3.71428571428571,4,3,3,5,4,3,5,5,2,5,"2015-09-11T14:19:00Z",NA,NA,NA,NA,NA,NA
"59",68795,"FrScA","S216",1,1232,1083,0.879058441558442,"F","Course Unavailable at Local School","Approved/Enrolled",3022.5333,50.375555,"FrScA-S216-01",5,3.66666666666667,4.5,4.42857142857143,5,2,4,5,5,4,5,5,5,5,"2016-01-25T19:27:00Z",NA,NA,NA,NA,NA,NA
"60",69072,"FrScA","S116",1,1212,1145,0.944719471947195,"F","Course Unavailable at Local School","Approved/Enrolled",956.1665,15.9361083333333,"FrScA-S116-01",4,2.66666666666667,3.5,3.42857142857143,4,3,3,4,4,3,4,4,2,4,"2015-09-09T12:48:00Z",NA,NA,NA,NA,NA,NA
"61",69182,"FrScA","S216",1,1232,1133,0.919642857142857,"F","Course Unavailable at Local School","Approved/Enrolled",444.4832,7.40805333333333,"FrScA-S216-01",3.8,3.33333333333333,3,3.57142857142857,4,3,2,4,4,4,4,4,3,3,"2016-01-25T14:41:00Z",NA,NA,NA,NA,NA,NA
"62",69397,"FrScA","S216",1,1232,1170,0.949675324675325,"F","Course Unavailable at Local School","Approved/Enrolled",1087.6003,18.1266716666667,"FrScA-S216-01",4.4,3.66666666666667,4,4,4,4,3,5,4,4,5,5,3,4,"2016-01-25T17:43:00Z",NA,NA,NA,NA,NA,NA
"63",69544,"FrScA","S216",4,1217,1152.75,0.947206244864421,"F","Course Unavailable at Local School","Approved/Enrolled",2673.3831,44.556385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",69743,"AnPhA","S216",1,1775,1579.25666,0.889722061971831,"F","Course Unavailable at Local School","Approved/Enrolled",7084.7003,118.078338333333,"AnPhA-S216-01",4.2,4.66666666666667,4,4.28571428571429,4,5,3,5,4,4,5,4,5,4,"2016-01-25T14:19:00Z",NA,NA,NA,NA,NA,NA
"65",69937,"BioA","S116",1,2420,0,0,"F","Learning Preference of the Student","Withdrawn",1.2168,0.02028,"BioA-S116-01",NA,3.66666666666667,2,NA,4,4,2,3,3,4,2,4,3,NA,"2015-09-17T15:15:00Z",NA,NA,NA,NA,NA,NA
"66",70037,"FrScA","S116",1,1212,1139,0.93976897689769,"F","Course Unavailable at Local School","Approved/Enrolled",2591.1496,43.1858266666667,"FrScA-S116-01",5,4.66666666666667,4,4.85714285714286,5,4,3,5,5,5,5,5,5,5,"2015-09-14T16:55:00Z",NA,NA,NA,NA,NA,NA
"67",70068,"FrScA","S116",3,1212,1164.75,0.961014851485149,"F","Course Unavailable at Local School","Approved/Enrolled",2101.933,35.0322166666667,"FrScA-S116-03",4.8,2.33333333333333,3,3.71428571428571,5,2,3,5,5,3,3,5,2,4,"2015-09-10T17:08:00Z",NA,NA,NA,NA,NA,NA
"68",70187,"PhysA","S216",1,2225,1961,0.881348314606742,"F","Scheduling Conflict","Approved/Enrolled",719.1165,11.985275,"PhysA-S216-01",4.4,4,4.5,4.14285714285714,4,4,4,5,4,4,5,4,4,5,"2016-01-30T18:29:00Z",NA,NA,NA,NA,NA,NA
"69",70192,"AnPhA","S116",2,1775,1721.08333,0.969624411267606,"F","Scheduling Conflict","Approved/Enrolled",1537.1834,25.6197233333333,"AnPhA-S116-02",4.8,4.33333333333333,4,4.57142857142857,5,4,4,5,4,5,4,5,4,5,"2015-10-05T16:19:00Z",NA,NA,NA,NA,NA,NA
"70",70408,"BioA","S116",1,2420,2198.5,0.908471074380165,"F","Learning Preference of the Student","Approved/Enrolled",6664.4499,111.074165,"BioA-S116-01",3.4,2.66666666666667,2.5,3.14285714285714,4,3,2,3,4,3,3,3,2,3,"2015-09-10T15:17:00Z",1.75,1.66666666666667,1.71428571428571,2,"2016-01-15T16:03:00Z",NA
"71",70532,"AnPhA","S116",1,1775,1673.62,0.942884507042253,"F","Learning Preference of the Student","Approved/Enrolled",2938.4666,48.9744433333333,"AnPhA-S116-01",4.6,4.66666666666667,4,4.57142857142857,5,5,4,5,5,5,4,4,4,4,"2015-09-11T17:18:00Z",NA,NA,NA,NA,NA,NA
"72",70681,"BioA","S116",1,2420,2198.05,0.908285123966942,"F","Learning Preference of the Student","Approved/Enrolled",2602.2333,43.370555,"BioA-S116-01",4.8,4.33333333333333,3.5,4.57142857142857,5,4,4,5,4,5,3,5,4,5,"2015-09-09T14:00:00Z",NA,NA,NA,NA,NA,NA
"73",71110,"FrScA","S216",1,1232,1092,0.886363636363636,"F","Course Unavailable at Local School","Approved/Enrolled",2006.4003,33.440005,"FrScA-S216-01",5,4.66666666666667,4.5,4.85714285714286,5,5,4,5,5,5,5,5,4,5,"2016-02-02T19:37:00Z",NA,NA,NA,NA,NA,NA
"74",71415,"FrScA","S216",1,1232,278,0.225649350649351,"M","Course Unavailable at Local School","Approved/Enrolled",408.4,6.80666666666667,"FrScA-S216-01",4.8,3.66666666666667,4.5,4.42857142857143,5,4,5,4,5,4,4,5,3,5,"2016-01-25T14:05:00Z",NA,NA,NA,NA,NA,NA
"75",71434,"BioA","S116",1,2420,2015.32,0.832776859504132,"M","Scheduling Conflict","Approved/Enrolled",1006.3337,16.7722283333333,"BioA-S116-01",3.6,2.66666666666667,3,3.14285714285714,3,3,3,4,4,3,3,4,2,3,"2015-09-14T18:36:00Z",3,2.33333333333333,2.71428571428571,3.5,"2016-01-04T19:20:00Z",NA
"76",71725,"AnPhA","S216",1,1775,1385.31333,0.780458214084507,"F","Course Unavailable at Local School","Approved/Enrolled",3514.5498,58.57583,"AnPhA-S216-01",4.8,4.33333333333333,4,4.57142857142857,5,3,3,5,4,5,5,5,5,5,"2016-02-02T18:52:00Z",NA,NA,NA,NA,NA,NA
"77",72287,"FrScA","T116",1,1212,1106.9,0.913283828382838,"F","Learning Preference of the Student","Approved/Enrolled",3946.5666,65.77611,"FrScA-T116-01",4.4,3.33333333333333,4,4,4,3,3,4,5,4,5,5,3,4,"2015-09-09T14:36:00Z",NA,NA,NA,NA,NA,NA
"78",73132,"FrScA","S116",3,1212,1083.63,0.894084158415842,"F","Other","Approved/Enrolled",1746.5501,29.1091683333333,"FrScA-S116-03",4.6,4.33333333333333,4.5,4.42857142857143,4,5,4,5,4,4,5,5,4,5,"2015-09-10T13:43:00Z",NA,NA,NA,NA,NA,NA
"79",74551,"PhysA","S116",1,2225,1605.09,0.721388764044944,"F","Learning Preference of the Student","Approved/Enrolled",1014.5665,16.9094416666667,"PhysA-S116-01",3.8,3.33333333333333,3.5,3.57142857142857,4,4,3,4,4,4,4,4,2,3,"2015-10-03T21:58:00Z",NA,NA,NA,NA,NA,NA
"80",74552,"AnPhA","S216",2,1775,1724,0.971267605633803,"F","Other","Approved/Enrolled",6123.8832,102.06472,"AnPhA-S216-02",4,4.33333333333333,3.5,4.14285714285714,4,4,3,4,4,5,4,4,4,4,"2016-02-01T22:10:00Z",NA,NA,NA,NA,NA,NA
"81",76132,"AnPhA","T116",1,1775,1711.74,0.964360563380282,"F","Other","Approved/Enrolled",5037.3331,83.9555516666667,"AnPhA-T116-01",5,5,5,5,5,5,5,5,5,5,5,5,5,5,"2015-09-09T17:55:00Z",NA,NA,NA,NA,NA,NA
"82",76133,"PhysA","S116",1,2225,2089.2,0.938966292134831,"F","Other","Approved/Enrolled",1276.5167,21.2752783333333,"PhysA-S116-01",3.2,3,2.5,3.14285714285714,4,4,2,3,3,3,3,3,2,3,"2015-10-01T02:12:00Z",1.5,2.33333333333333,1.85714285714286,1.5,"2016-01-20T12:55:00Z",NA
"83",76426,"PhysA","S116",1,2225,2159,0.970337078651685,"F","Learning Preference of the Student","Approved/Enrolled",850.7329,14.1788816666667,"PhysA-S116-01",4.6,4.33333333333333,4.5,4.42857142857143,4,4,4,5,5,5,5,5,4,4,"2015-09-09T17:21:00Z",5,4.33333333333333,4.71428571428571,4.5,"2015-11-04T18:04:00Z",NA
"84",76443,"OcnA","S216",1,1833,749.05,0.408647026732133,"F","Course Unavailable at Local School","Withdrawn",100.3334,1.67222333333333,"OcnA-S216-01",3.6,4,2.5,3.85714285714286,4,4,3,3,3,4,2,4,4,4,"2016-02-14T20:52:00Z",NA,NA,NA,NA,NA,NA
"85",76673,"AnPhA","S216",1,1775,1672.75,0.942394366197183,"F","Course Unavailable at Local School","Approved/Enrolled",4945.2164,82.4202733333333,"AnPhA-S216-01",4,4,3.5,4,4,4,4,4,4,4,3,4,4,4,"2016-01-25T15:23:00Z",NA,NA,NA,NA,NA,NA
"86",76674,"AnPhA","S216",1,1775,1705.6,0.960901408450704,"F","Course Unavailable at Local School","Approved/Enrolled",2368.4997,39.474995,"AnPhA-S216-01",4.8,5,4,4.85714285714286,5,5,4,5,4,5,4,5,5,5,"2016-01-25T14:11:00Z",NA,NA,NA,NA,NA,NA
"87",76840,"AnPhA","S216",1,1655,1269.085,0.766818731117825,"F","Course Unavailable at Local School","Approved/Enrolled",3968.1668,66.1361133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
